event,date,location,r_fighter,b_fighter,status,r_kd,b_kd,r_str,b_str,r_td,b_td,r_sub,b_sub,weight_class,method,method_detailed,round,time,r_career_fights,r_career_wins,r_career_losses,r_career_draws,r_career_str,r_career_td,r_career_kd,b_career_fights,b_career_wins,b_career_losses,b_career_draws,b_career_str,b_career_td,b_career_kd,r_career_win_rate,b_career_win_rate
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",Geoff Neal,Niko Price,win,0.0,1.0,41.0,24.0,2.0,0.0,0.0,0.0,Welterweight,KO/TKO,Punches,2.0,2:39,3,3,0,0,144,0,4,7,5,2,0,113,4,2,1.0,0.7142857142857143
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",Arman Tsarukyan,Olivier Aubin-Mercier,win,0.0,0.0,47.0,23.0,2.0,0.0,0.0,0.0,Lightweight,U-DEC,,3.0,5:00,1,0,1,0,13,1,0,11,7,4,0,340,23,2,0.0,0.6363636363636364
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",Krzysztof Jotko,Marc-Andre Barriault,win,0.0,0.0,40.0,39.0,1.0,1.0,0.0,0.0,Middleweight,S-DEC,,3.0,5:00,11,7,4,0,388,13,2,1,0,1,0,69,0,0,0.6363636363636364,0.0
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",Viviane Araujo,Alexis Davis,win,0.0,0.0,67.0,68.0,2.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,,3.0,5:00,1,1,0,0,61,3,1,10,6,4,0,420,7,0,1.0,0.6
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",Gavin Tucker,SeungWoo Choi,win,0.0,0.0,37.0,23.0,5.0,2.0,2.0,0.0,Featherweight,SUB,Rear Naked Choke,3.0,3:17,2,1,1,0,78,1,0,1,0,1,0,26,0,0,0.5,0.0
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",Deiveson Figueiredo,Alexandre Pantoja,win,1.0,0.0,67.0,61.0,2.0,2.0,0.0,0.0,Flyweight,U-DEC,,3.0,5:00,5,4,1,0,110,7,4,6,5,1,0,281,3,2,0.8,0.8333333333333334
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",Gillian Robertson,Sarah Frota,win,0.0,0.0,29.0,9.0,2.0,0.0,0.0,0.0,Women's Flyweight,KO/TKO,Elbows,2.0,4:13,4,3,1,0,35,6,0,1,0,1,0,32,0,0,0.75,0.0
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",Erik Koch,Kyle Stewart,win,0.0,0.0,37.0,23.0,4.0,0.0,0.0,0.0,Welterweight,U-DEC,,3.0,5:00,9,4,5,0,198,3,2,1,0,1,0,2,0,0,0.4444444444444444,0.0
UFC 240: Holloway vs. Edgar,2019-07-27,"Edmonton, Alberta, Canada",Hakeem Dawodu,Yoshinori Horie,win,1.0,0.0,80.0,39.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO,Kick,3.0,4:09,3,2,1,0,181,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.0
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",Gerald Meerschaert,Trevin Giles,win,0.0,0.0,6.0,8.0,1.0,1.0,1.0,0.0,Middleweight,SUB,Guillotine Choke,3.0,1:49,7,4,3,0,130,12,1,3,2,1,0,142,5,1,0.5714285714285714,0.6666666666666666
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",Colby Covington,Robbie Lawler,win,0.0,0.0,179.0,78.0,10.0,0.0,0.0,0.0,Welterweight,U-DEC,,5.0,5:00,10,9,1,0,417,48,1,20,13,7,0,1010,17,9,0.9,0.65
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",Jim Miller,Clay Guida,win,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,Lightweight,SUB,Guillotine Choke,1.0,0:58,31,19,12,0,865,37,3,27,15,12,0,812,64,6,0.6129032258064516,0.5555555555555556
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",Nasrat Haqparast,Joaquim Silva,win,1.0,0.0,21.0,15.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO,Punch,2.0,0:36,3,2,1,0,244,1,3,5,4,1,0,235,1,1,0.6666666666666666,0.8
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",Scott Holtzman,Dong Hyun Ma,win,1.0,0.0,44.0,16.0,1.0,1.0,0.0,0.0,Lightweight,KO/TKO,,2.0,5:00,8,5,3,0,507,19,3,6,3,3,0,204,6,1,0.625,0.5
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",Miranda Granger,Hannah Goldy,win,0.0,0.0,61.0,55.0,0.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,,3.0,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",Mickey Gall,Salim Touahri,win,0.0,0.0,50.0,48.0,1.0,0.0,0.0,0.0,Welterweight,U-DEC,,3.0,5:00,6,4,2,0,61,4,2,2,0,2,0,69,0,0,0.6666666666666666,0.0
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",Antonina Shevchenko,Lucie Pudilova,win,0.0,0.0,16.0,6.0,0.0,1.0,3.0,0.0,Women's Flyweight,SUB,Rear Naked Choke,2.0,1:20,2,1,1,0,130,2,0,5,2,3,0,365,0,2,0.5,0.4
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",Matt Schnell,Jordan Espinosa,win,0.0,0.0,3.0,5.0,0.0,0.0,1.0,0.0,Flyweight,SUB,Triangle Choke,1.0,1:23,5,3,2,0,153,2,0,1,1,0,0,47,1,0,0.6,1.0
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",Lauren Murphy,Mara Romero Borella,win,1.0,0.0,24.0,22.0,0.0,1.0,0.0,0.0,Women's Flyweight,KO/TKO,Knee,3.0,1:46,6,2,4,0,335,6,0,3,2,1,0,111,4,0,0.3333333333333333,0.6666666666666666
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",Claudio Silva,Cole Williams,win,0.0,0.0,32.0,2.0,1.0,0.0,1.0,0.0,Welterweight,SUB,Neck Crank,1.0,2:35,4,4,0,0,107,10,0,0,0,0,0,0,0,0,1.0,0.0
UFC Fight Night: Covington vs. Lawler,2019-08-03,"Newark, New Jersey, USA",Kennedy Nzechukwu,Darko Stosic,win,0.0,0.0,50.0,60.0,0.0,4.0,0.0,0.0,Light Heavyweight,U-DEC,,3.0,5:00,1,0,1,0,40,0,0,2,1,1,0,35,1,0,0.0,0.5
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",Valentina Shevchenko,Liz Carmouche,win,0.0,0.0,42.0,18.0,1.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,,5.0,5:00,8,6,2,0,424,19,1,9,5,4,0,296,25,0,0.75,0.5555555555555556
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",Vicente Luque,Mike Perry,win,0.0,0.0,84.0,87.0,0.0,0.0,1.0,0.0,Welterweight,S-DEC,,3.0,5:00,11,9,2,0,406,6,7,10,6,4,0,429,5,7,0.8181818181818182,0.6
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",Eduardo Garagorri,Humberto Bandenay,win,0.0,0.0,65.0,32.0,1.0,4.0,0.0,0.0,Featherweight,U-DEC,,3.0,5:00,0,0,0,0,0,0,0,3,1,2,0,37,2,1,0.0,0.3333333333333333
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",Volkan Oezdemir,Ilir Latifi,win,2.0,0.0,64.0,18.0,0.0,1.0,0.0,0.0,Light Heavyweight,KO/TKO,Punch,2.0,4:31,6,3,3,0,249,2,1,11,7,4,0,186,10,4,0.5,0.6363636363636364
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",Rodolfo Vieira,Oskar Piechota,win,0.0,0.0,18.0,22.0,3.0,0.0,1.0,0.0,Middleweight,SUB,Arm Triangle,2.0,4:26,0,0,0,0,0,0,0,3,2,1,0,96,2,3,0.0,0.6666666666666666
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",Enrique Barzola,Bobby Moffett,win,0.0,0.0,83.0,90.0,3.0,0.0,0.0,0.0,Featherweight,S-DEC,,3.0,5:00,7,5,2,0,369,37,0,1,0,1,0,9,5,0,0.7142857142857143,0.0
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",Gilbert Burns,Aleksei Kunchenko,win,0.0,0.0,42.0,47.0,3.0,0.0,0.0,0.0,Welterweight,U-DEC,,3.0,5:00,11,8,3,0,366,19,3,2,2,0,0,116,1,0,0.7272727272727273,1.0
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",Marina Rodriguez,Tecia Torres,win,0.0,0.0,84.0,41.0,1.0,0.0,1.0,0.0,Women's Strawweight,U-DEC,,3.0,5:00,2,1,0,1,178,0,1,10,6,4,0,589,7,1,0.5,0.6
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",Rogerio Bontorin,Raulian Paiva,win,0.0,0.0,8.0,3.0,2.0,0.0,0.0,0.0,Flyweight,KO/TKO,,1.0,2:56,1,1,0,0,40,1,0,1,0,1,0,67,0,0,1.0,0.0
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",Chris Gutierrez,Geraldo de Freitas,win,0.0,0.0,48.0,40.0,1.0,2.0,0.0,0.0,Bantamweight,S-DEC,,3.0,5:00,2,1,1,0,95,0,0,1,1,0,0,49,6,0,0.5,1.0
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",Alex Da Silva,Kazula Vargas,win,0.0,0.0,17.0,20.0,3.0,0.0,0.0,0.0,Lightweight,U-DEC,,3.0,5:00,1,0,1,0,8,1,0,0,0,0,0,0,0,0,0.0,0.0
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",Veronica Hardy,Polyana Viana,win,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,Women's Flyweight,SUB,Armbar,1.0,1:09,3,0,3,0,70,2,0,3,1,2,0,135,2,0,0.0,0.3333333333333333
UFC Fight Night: Shevchenko vs. Carmouche 2,2019-08-10,"Montevideo, Uruguay",Ciryl Gane,Raphael Pessoa,win,0.0,0.0,15.0,7.0,0.0,0.0,1.0,0.0,Heavyweight,SUB,Arm Triangle,1.0,4:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 241: Cormier vs. Miocic 2,2019-08-17,"Anaheim, California, USA",Sodiq Yusuff,Gabriel Benitez,win,1.0,0.0,34.0,24.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO,Punch,1.0,4:14,2,2,0,0,96,0,1,7,5,2,0,278,1,2,1.0,0.7142857142857143
UFC 241: Cormier vs. Miocic 2,2019-08-17,"Anaheim, California, USA",Stipe Miocic,Daniel Cormier,win,1.0,0.0,123.0,181.0,1.0,1.0,0.0,0.0,Heavyweight,KO/TKO,Punches,4.0,4:09,15,12,3,0,720,24,5,12,11,1,0,567,21,2,0.8,0.9166666666666666
UFC 241: Cormier vs. Miocic 2,2019-08-17,"Anaheim, California, USA",Nate Diaz,Anthony Pettis,win,1.0,0.0,114.0,69.0,1.0,0.0,0.0,1.0,Welterweight,U-DEC,,3.0,5:00,23,14,9,0,1210,17,3,16,9,7,0,565,8,4,0.6086956521739131,0.5625
UFC 241: Cormier vs. Miocic 2,2019-08-17,"Anaheim, California, USA",Paulo Costa,Yoel Romero,win,1.0,1.0,118.0,125.0,0.0,1.0,0.0,0.0,Middleweight,U-DEC,,3.0,5:00,4,4,0,0,189,0,3,11,9,2,0,502,20,9,1.0,0.8181818181818182
UFC 241: Cormier vs. Miocic 2,2019-08-17,"Anaheim, California, USA",Derek Brunson,Ian Heinisch,win,0.0,0.0,81.0,58.0,2.0,0.0,0.0,0.0,Middleweight,U-DEC,,3.0,5:00,15,10,5,0,315,17,5,2,2,0,0,94,2,1,0.6666666666666666,1.0
UFC 241: Cormier vs. Miocic 2,2019-08-17,"Anaheim, California, USA",Cory Sandhagen,Raphael Assuncao,win,0.0,0.0,62.0,45.0,0.0,4.0,0.0,0.0,Bantamweight,U-DEC,,3.0,5:00,4,4,0,0,283,4,2,14,11,3,0,615,13,2,1.0,0.7857142857142857
UFC 241: Cormier vs. Miocic 2,2019-08-17,"Anaheim, California, USA",Khama Worthy,Devonte Smith,win,1.0,0.0,21.0,15.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO,Punch,1.0,4:15,0,0,0,0,0,0,0,2,2,0,0,32,0,2,0.0,1.0
UFC 241: Cormier vs. Miocic 2,2019-08-17,"Anaheim, California, USA",Drakkar Klose,Christos Giagos,win,0.0,0.0,99.0,87.0,2.0,2.0,0.0,1.0,Lightweight,U-DEC,,3.0,5:00,5,4,1,0,259,8,0,6,3,3,0,146,12,0,0.8,0.5
UFC 241: Cormier vs. Miocic 2,2019-08-17,"Anaheim, California, USA",Casey Kenney,Manny Bermudez,win,0.0,0.0,43.0,37.0,2.0,3.0,1.0,0.0,Catch Weight,U-DEC,,3.0,5:00,1,1,0,0,32,2,0,3,3,0,0,22,2,1,1.0,1.0
UFC 241: Cormier vs. Miocic 2,2019-08-17,"Anaheim, California, USA",Hannah Cifers,Jodie Esquibel,win,0.0,0.0,70.0,43.0,1.0,3.0,1.0,0.0,Women's Strawweight,U-DEC,,3.0,5:00,2,1,1,0,108,0,1,3,0,3,0,203,0,0,0.5,0.0
UFC 241: Cormier vs. Miocic 2,2019-08-17,"Anaheim, California, USA",Kyung Ho Kang,Brandon Davis,win,1.0,0.0,50.0,77.0,3.0,1.0,0.0,0.0,Bantamweight,S-DEC,,3.0,5:00,6,4,2,0,198,8,1,5,2,3,0,243,1,0,0.6666666666666666,0.4
UFC 241: Cormier vs. Miocic 2,2019-08-17,"Anaheim, California, USA",Sabina Mazo,Shana Dobson,win,0.0,0.0,108.0,33.0,4.0,0.0,0.0,0.0,Women's Flyweight,U-DEC,,3.0,5:00,1,0,1,0,64,0,0,2,1,1,0,102,1,1,0.0,0.5
UFC Fight Night: Andrade vs. Zhang,2019-08-31,"Shenzhen, Guangdong, China",Zhang Weili,Jessica Andrade,win,1.0,0.0,29.0,4.0,0.0,0.0,0.0,0.0,Women's Strawweight,KO/TKO,Punch,1.0,0:42,3,3,0,0,185,4,0,15,11,4,0,1067,35,2,1.0,0.7333333333333333
UFC Fight Night: Andrade vs. Zhang,2019-08-31,"Shenzhen, Guangdong, China",Li Jingliang,Elizeu Zaleski dos Santos,win,3.0,0.0,59.0,54.0,2.0,0.0,0.0,0.0,Welterweight,KO/TKO,Punches,3.0,4:51,11,8,3,0,593,9,5,8,7,1,0,366,3,2,0.7272727272727273,0.875
UFC Fight Night: Andrade vs. Zhang,2019-08-31,"Shenzhen, Guangdong, China",Kai Kara-France,Mark De La Rosa,win,1.0,0.0,91.0,60.0,1.0,1.0,0.0,0.0,Flyweight,U-DEC,,3.0,5:00,2,2,0,0,144,2,1,4,2,2,0,119,2,0,1.0,0.5
UFC Fight Night: Andrade vs. Zhang,2019-08-31,"Shenzhen, Guangdong, China",Song Kenan,Derrick Krantz,win,0.0,0.0,58.0,33.0,0.0,3.0,0.0,1.0,Welterweight,U-DEC,,3.0,5:00,3,2,1,0,107,0,2,1,0,1,0,6,1,0,0.6666666666666666,0.0
UFC Fight Night: Andrade vs. Zhang,2019-08-31,"Shenzhen, Guangdong, China",Mizuki,Wu Yanan,win,0.0,0.0,93.0,123.0,0.0,0.0,0.0,0.0,Women's Flyweight,S-DEC,,3.0,5:00,0,0,0,0,0,0,0,2,1,1,0,40,1,0,0.0,0.5
UFC Fight Night: Andrade vs. Zhang,2019-08-31,"Shenzhen, Guangdong, China",Anthony Hernandez,JunYong Park,win,0.0,0.0,59.0,81.0,6.0,0.0,1.0,0.0,Middleweight,SUB,Anaconda Choke,2.0,4:39,1,0,1,0,17,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC Fight Night: Andrade vs. Zhang,2019-08-31,"Shenzhen, Guangdong, China",Sumudaerji,Andre Soukhamthath,win,0.0,0.0,93.0,23.0,1.0,0.0,0.0,0.0,Bantamweight,U-DEC,,3.0,5:00,1,0,1,0,18,0,0,6,2,4,0,243,8,6,0.0,0.3333333333333333
UFC Fight Night: Andrade vs. Zhang,2019-08-31,"Shenzhen, Guangdong, China",Damir Ismagulov,Thiago Moises,win,1.0,0.0,71.0,36.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,,3.0,5:00,2,2,0,0,98,5,0,2,1,1,0,74,4,0,1.0,0.5
UFC Fight Night: Andrade vs. Zhang,2019-08-31,"Shenzhen, Guangdong, China",Alatengheili,Batgerel Danaa,win,0.0,0.0,36.0,85.0,3.0,0.0,0.0,0.0,Bantamweight,U-DEC,,3.0,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC Fight Night: Andrade vs. Zhang,2019-08-31,"Shenzhen, Guangdong, China",Karol Rosa,Lara Procopio,win,1.0,0.0,171.0,165.0,0.0,0.0,0.0,0.0,Women's Bantamweight,S-DEC,,3.0,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC Fight Night: Andrade vs. Zhang,2019-08-31,"Shenzhen, Guangdong, China",Da Woon Jung,Khadis Ibragimov,win,0.0,0.0,81.0,88.0,0.0,1.0,1.0,0.0,Light Heavyweight,SUB,Guillotine Choke,3.0,1:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 242: Khabib vs. Poirier,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Curtis Blaydes,Shamil Abdurakhimov,win,0.0,0.0,25.0,3.0,5.0,0.0,0.0,0.0,Heavyweight,KO/TKO,Elbow,2.0,2:22,8,6,2,0,303,32,1,7,5,2,0,207,7,2,0.75,0.7142857142857143
UFC 242: Khabib vs. Poirier,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Khabib Nurmagomedov,Dustin Poirier,win,0.0,0.0,22.0,12.0,7.0,0.0,2.0,1.0,Lightweight,SUB,Rear Naked Choke,3.0,2:06,11,11,0,0,657,52,2,21,17,4,0,1205,25,11,1.0,0.8095238095238095
UFC 242: Khabib vs. Poirier,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Diego Ferreira,Mairbek Taisumov,win,0.0,0.0,109.0,51.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,,3.0,5:00,8,6,2,0,304,3,2,8,7,1,0,182,7,4,0.75,0.875
UFC 242: Khabib vs. Poirier,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Paul Felder,Edson Barboza,win,0.0,0.0,56.0,60.0,0.0,1.0,0.0,0.0,Lightweight,S-DEC,,3.0,5:00,12,8,4,0,499,3,3,21,14,7,0,922,7,10,0.6666666666666666,0.6666666666666666
UFC 242: Khabib vs. Poirier,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Joanne Wood,Andrea Lee,win,0.0,0.0,101.0,61.0,2.0,3.0,0.0,0.0,Women's Flyweight,S-DEC,,3.0,5:00,9,5,4,0,603,12,3,3,3,0,0,240,4,0,0.5555555555555556,1.0
UFC 242: Khabib vs. Poirier,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Islam Makhachev,Davi Ramos,win,1.0,0.0,43.0,7.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,,3.0,5:00,7,6,1,0,115,17,1,5,4,1,0,163,10,0,0.8571428571428571,0.8
UFC 242: Khabib vs. Poirier,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Ottman Azaitar,Teemu Packalen,win,1.0,0.0,27.0,8.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO,Punch,1.0,3:33,0,0,0,0,0,0,0,3,1,2,0,42,3,1,0.0,0.3333333333333333
UFC 242: Khabib vs. Poirier,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Belal Muhammad,Takashi Sato,win,0.0,0.0,49.0,29.0,2.0,1.0,1.0,0.0,Welterweight,SUB,Rear Naked Choke,3.0,1:55,9,6,3,0,530,17,0,1,1,0,0,28,0,1,0.6666666666666666,1.0
UFC 242: Khabib vs. Poirier,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Muslim Salikhov,Nordine Taleb,win,1.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO,Punch,1.0,4:26,2,1,1,0,35,0,1,11,7,4,0,447,16,2,0.5,0.6363636363636364
UFC 242: Khabib vs. Poirier,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Zubaira Tukhugov,Lerone Murphy,draw,1.0,0.0,22.0,28.0,6.0,0.0,0.0,2.0,Featherweight,S-DEC,,3.0,5:00,4,3,1,0,125,7,0,0,0,0,0,0,0,0,0.75,0.0
UFC 242: Khabib vs. Poirier,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Omari Akhmedov,Zak Cummings,win,0.0,0.0,26.0,17.0,2.0,0.0,0.0,0.0,Middleweight,U-DEC,,3.0,5:00,10,6,3,1,348,19,2,11,8,3,0,323,7,4,0.6,0.7272727272727273
UFC 242: Khabib vs. Poirier,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Don Madge,Fares Ziam,win,0.0,0.0,21.0,10.0,3.0,0.0,0.0,0.0,Lightweight,U-DEC,,3.0,5:00,1,1,0,0,21,0,2,0,0,0,0,0,0,0,1.0,0.0
UFC 242: Khabib vs. Poirier,2019-09-07,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Sarah Moras,Liana Jojua,win,0.0,0.0,44.0,19.0,0.0,2.0,1.0,0.0,Women's Bantamweight,KO/TKO,Elbows,3.0,2:26,6,2,4,0,125,5,0,0,0,0,0,0,0,0,0.3333333333333333,0.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,"Vancouver, British Columbia, Canada",Justin Gaethje,Donald Cerrone,win,1.0,0.0,40.0,17.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO,Punch,1.0,4:18,5,3,2,0,368,0,2,32,23,9,0,1518,22,20,0.6,0.71875
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,"Vancouver, British Columbia, Canada",Tristan Connelly,Michel Pereira,win,0.0,0.0,64.0,32.0,0.0,2.0,1.0,0.0,Welterweight,U-DEC,,3.0,5:00,0,0,0,0,0,0,0,1,1,0,0,6,0,1,0.0,1.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,"Vancouver, British Columbia, Canada",Uriah Hall,Antonio Carlos Junior,win,1.0,0.0,34.0,22.0,0.0,3.0,0.0,0.0,Middleweight,S-DEC,,3.0,5:00,14,7,7,0,427,7,5,10,7,3,0,233,30,0,0.5,0.7
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,"Vancouver, British Columbia, Canada",Misha Cirkunov,Jimmy Crute,win,0.0,0.0,6.0,21.0,1.0,0.0,1.0,0.0,Light Heavyweight,SUB,Peruvian Necktie,1.0,3:38,8,5,3,0,150,10,0,2,2,0,0,31,1,1,0.625,1.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,"Vancouver, British Columbia, Canada",Glover Teixeira,Nikita Krylov,win,0.0,0.0,43.0,47.0,1.0,2.0,2.0,1.0,Light Heavyweight,S-DEC,,3.0,5:00,17,12,5,0,517,21,4,11,7,4,0,298,3,3,0.7058823529411765,0.6363636363636364
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,"Vancouver, British Columbia, Canada",Miles Johns,Cole Smith,win,0.0,0.0,31.0,11.0,1.0,1.0,0.0,0.0,Bantamweight,S-DEC,,3.0,5:00,0,0,0,0,0,0,0,1,1,0,0,38,2,0,0.0,1.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,"Vancouver, British Columbia, Canada",Hunter Azure,Brad Katona,win,0.0,0.0,41.0,21.0,0.0,3.0,0.0,0.0,Bantamweight,U-DEC,,3.0,5:00,0,0,0,0,0,0,0,3,2,1,0,179,2,0,0.0,0.6666666666666666
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,"Vancouver, British Columbia, Canada",Chas Skelly,Jordan Griffin,win,0.0,0.0,21.0,37.0,1.0,1.0,3.0,2.0,Featherweight,U-DEC,,3.0,5:00,9,6,3,0,161,10,1,1,0,1,0,56,0,0,0.6666666666666666,0.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,"Vancouver, British Columbia, Canada",Louis Smolka,Ryan MacDonald,win,1.0,0.0,59.0,30.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO,Punch,1.0,4:43,12,6,6,0,517,15,1,1,0,1,0,15,0,0,0.5,0.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,"Vancouver, British Columbia, Canada",Austin Hubbard,Kyle Prepolec,win,0.0,0.0,51.0,44.0,3.0,0.0,0.0,0.0,Lightweight,U-DEC,,3.0,5:00,1,0,1,0,44,0,0,1,0,1,0,52,0,0,0.0,0.0
UFC Fight Night: Cowboy vs. Gaethje,2019-09-14,"Vancouver, British Columbia, Canada",Augusto Sakai,Marcin Tybura,win,1.0,0.0,15.0,6.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO,Punches,1.0,0:59,2,2,0,0,153,1,0,8,4,4,0,397,11,1,1.0,0.5
UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,"Mexico City, Distrito Federal, Mexico",Carla Esparza,Alexa Grasso,win,0.0,0.0,44.0,45.0,4.0,0.0,0.0,1.0,Women's Strawweight,M-DEC,,3.0,5:00,9,5,4,0,268,29,0,5,3,2,0,363,1,0,0.5555555555555556,0.6
UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,"Mexico City, Distrito Federal, Mexico",Irene Aldana,Vanessa Melo,win,0.0,0.0,125.0,68.0,0.0,0.0,0.0,0.0,Women's Bantamweight,U-DEC,,3.0,5:00,6,3,3,0,516,2,0,0,0,0,0,0,0,0,0.5,0.0
UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,"Mexico City, Distrito Federal, Mexico",Steven Peterson,Martin Bravo,win,1.0,0.0,49.0,86.0,0.0,2.0,0.0,0.0,Featherweight,KO/TKO,Spinning Back Fist,2.0,1:31,4,1,3,0,248,9,0,3,1,2,0,135,3,1,0.25,0.3333333333333333
UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,"Mexico City, Distrito Federal, Mexico",Jose Quinonez,Carlos Huachin,win,1.0,0.0,60.0,32.0,2.0,0.0,0.0,0.0,Bantamweight,U-DEC,,3.0,5:00,6,4,2,0,238,13,2,1,0,1,0,20,0,0,0.6666666666666666,0.0
UFC Fight Night: Rodriguez vs. Stephens,2019-09-21,"Mexico City, Distrito Federal, Mexico",Kyle Nelson,Marco Polo Reyes,win,0.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO,Punch,1.0,1:36,2,0,2,0,46,2,0,7,4,3,0,258,0,5,0.0,0.5714285714285714
