event,date,location,r_fighter,b_fighter,status,r_kd,b_kd,r_str,b_str,r_td,b_td,r_sub,b_sub,weight_class,method,method_detailed,round,time,r_career_fights,r_career_wins,r_career_losses,r_career_draws,r_career_str,r_career_td,r_career_kd,b_career_fights,b_career_wins,b_career_losses,b_career_draws,b_career_str,b_career_td,b_career_kd,r_career_win_rate,b_career_win_rate
UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",Che Mills,Duane Ludwig,win,0.0,0.0,8.0,2.0,2.0,0.0,0.0,0.0,Welterweight,KO/TKO,,1.0,2:28,2,1,1,0,17,0,2,8,4,4,0,305,1,1,0.5,0.5
UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",Akira Corassani,Andy Ogle,win,0.0,1.0,45.0,52.0,0.0,1.0,0.0,0.0,Featherweight,S-DEC,,3.0,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",Brad Tavares,Tom Watson,win,0.0,0.0,83.0,65.0,5.0,0.0,0.0,0.0,Middleweight,S-DEC,,3.0,5:00,4,3,1,0,92,6,1,0,0,0,0,0,0,0,0.75,0.0
UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",Gunnar Nelson,DaMarques Johnson,win,0.0,0.0,9.0,1.0,1.0,0.0,2.0,0.0,Catch Weight,SUB,Rear Naked Choke,1.0,3:34,0,0,0,0,0,0,0,9,4,5,0,133,5,2,0.0,0.4444444444444444
UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",Robert Peralta,Jason Young,win,1.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO,Punch,1.0,0:23,1,1,0,0,80,1,0,3,1,2,0,133,6,0,1.0,0.3333333333333333
UFC on FUEL TV: Struve vs Miocic,2012-09-29,"Nottingham, England, United Kingdom",Jimi Manuwa,Kyle Kingsbury,win,1.0,0.0,53.0,28.0,0.0,2.0,1.0,0.0,Light Heavyweight,KO/TKO,,2.0,5:00,0,0,0,0,0,0,0,7,4,3,0,254,16,1,0.0,0.5714285714285714
UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",Antonio Silva,Travis Browne,win,1.0,0.0,15.0,8.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO,Punch,1.0,3:27,1,0,1,0,1,0,0,5,4,0,1,107,7,2,0.0,0.8
UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",John Dodson,Jussier Formiga,win,2.0,0.0,33.0,9.0,0.0,0.0,0.0,0.0,Flyweight,KO/TKO,Punch,2.0,4:35,2,2,0,0,87,2,1,0,0,0,0,0,0,0,1.0,0.0
UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",Jake Ellenberger,Jay Hieron,win,0.0,0.0,25.0,32.0,2.0,0.0,0.0,0.0,Welterweight,U-DEC,,3.0,5:00,8,6,2,0,205,16,7,2,0,2,0,15,9,0,0.75,0.0
UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",Justin Edwards,Josh Neer,win,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,Welterweight,SUB,Guillotine Choke,1.0,0:45,3,1,2,0,111,9,1,13,6,7,0,410,10,1,0.3333333333333333,0.46153846153846156
UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",Diego Nunes,Bart Palaszewski,win,2.0,0.0,61.0,37.0,3.0,0.0,0.0,2.0,Featherweight,U-DEC,,3.0,5:00,4,2,2,0,187,2,1,2,1,1,0,43,0,1,0.5,0.5
UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",Mike Pierce,Aaron Simpson,win,1.0,1.0,10.0,28.0,0.0,1.0,0.0,1.0,Welterweight,KO/TKO,Punch,2.0,0:29,9,6,3,0,355,24,1,10,7,3,0,426,31,5,0.6666666666666666,0.7
UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",Marcus LeVesseur,Carlo Prater,win,0.0,0.0,53.0,42.0,3.0,0.0,0.0,3.0,Lightweight,S-DEC,,3.0,5:00,1,0,1,0,7,2,0,2,1,1,0,27,0,0,0.0,0.5
UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",Jacob Volkmann,Shane Roller,win,0.0,0.0,8.0,0.0,1.0,0.0,2.0,0.0,Lightweight,SUB,Rear Naked Choke,1.0,2:38,8,5,3,0,120,19,0,5,2,3,0,124,5,1,0.625,0.4
UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",Darren Uyenoyama,Phil Harris,win,0.0,0.0,7.0,10.0,0.0,2.0,2.0,0.0,Flyweight,SUB,Rear Naked Choke,2.0,3:38,1,1,0,0,15,2,0,0,0,0,0,0,0,0,1.0,0.0
UFC on FX: Browne vs Bigfoot,2012-10-05,"Minneapolis, Minnesota, USA",Michael Johnson,Danny Castillo,win,1.0,1.0,17.0,17.0,0.0,0.0,0.0,1.0,Lightweight,KO/TKO,Punch,2.0,1:06,5,3,2,0,196,2,3,5,4,1,0,184,16,0,0.6,0.8
UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",Anderson Silva,Stephan Bonnar,win,1.0,0.0,19.0,12.0,0.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO,Knee,1.0,4:40,15,15,0,0,456,3,16,14,8,6,0,447,17,2,1.0,0.5714285714285714
UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",Glover Teixeira,Fabio Maldonado,win,1.0,0.0,85.0,10.0,3.0,0.0,1.0,0.0,Light Heavyweight,KO/TKO,,2.0,5:00,1,1,0,0,15,0,0,3,1,2,0,265,2,1,1.0,0.3333333333333333
UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",Jon Fitch,Erick Silva,win,0.0,0.0,82.0,19.0,6.0,2.0,2.0,2.0,Welterweight,U-DEC,,3.0,5:00,16,13,2,1,542,52,2,3,2,1,0,22,0,1,0.8125,0.6666666666666666
UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",Phil Davis,Wagner Prado,win,0.0,0.0,29.0,2.0,5.0,0.0,2.0,0.0,Light Heavyweight,SUB,Anaconda Choke,2.0,4:29,6,5,1,0,247,15,0,0,0,0,0,0,0,0,0.8333333333333334,0.0
UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",Demian Maia,Rick Story,win,0.0,0.0,5.0,3.0,3.0,0.0,1.0,0.0,Welterweight,SUB,Rear Naked Choke,1.0,2:30,14,10,4,0,276,26,0,10,7,3,0,438,29,1,0.7142857142857143,0.7
UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",Antonio Rodrigo Nogueira,Dave Herman,win,1.0,0.0,20.0,13.0,1.0,2.0,3.0,0.0,Heavyweight,SUB,Armbar,2.0,4:31,7,4,3,0,159,6,3,3,1,2,0,109,1,1,0.5714285714285714,0.3333333333333333
UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",Gleison Tibau,Francisco Trinaldo,win,0.0,1.0,36.0,45.0,5.0,0.0,2.0,2.0,Lightweight,U-DEC,,3.0,5:00,16,10,6,0,322,60,2,1,1,0,0,21,0,0,0.625,1.0
UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",Diego Brandao,Joey Gambino,win,1.0,0.0,33.0,39.0,3.0,0.0,0.0,1.0,Featherweight,U-DEC,,3.0,5:00,2,1,1,0,42,1,1,1,0,1,0,5,0,0,0.5,0.0
UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",Sergio Moraes,Renee Forte,win,0.0,0.0,16.0,26.0,4.0,0.0,1.0,0.0,Welterweight,SUB,Rear Naked Choke,3.0,3:10,1,0,1,0,38,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",Cristiano Marcello,Reza Madadi,win,0.0,0.0,72.0,77.0,0.0,3.0,0.0,0.0,Lightweight,S-DEC,,3.0,5:00,1,0,1,0,39,0,0,1,1,0,0,1,3,0,0.0,1.0
UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",Chris Camozzi,Luiz Cane,win,0.0,0.0,97.0,55.0,0.0,1.0,0.0,1.0,Middleweight,U-DEC,,3.0,5:00,6,4,2,0,240,0,0,8,4,4,0,203,1,6,0.6666666666666666,0.5
UFC 153: Silva vs Bonnar,2012-10-13,"Rio de Janeiro, Brazil",Rony Jason,Sam Sicilia,win,0.0,0.0,46.0,39.0,1.0,1.0,1.0,0.0,Featherweight,KO/TKO,Punch,2.0,4:16,1,1,0,0,36,0,0,1,1,0,0,33,0,0,1.0,1.0
UFC Macao: Franklin vs Le,2012-11-10,"Macau, China",Cung Le,Rich Franklin,win,1.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO,Punch,1.0,2:17,2,1,1,0,87,2,0,19,14,5,0,844,14,10,0.5,0.7368421052631579
UFC Macao: Franklin vs Le,2012-11-10,"Macau, China",Dong Hyun Kim,Paulo Thiago,win,0.0,0.0,22.0,2.0,3.0,0.0,2.0,0.0,Welterweight,U-DEC,,3.0,5:00,8,6,2,0,229,22,1,8,4,4,0,123,10,4,0.75,0.5
UFC Macao: Franklin vs Le,2012-11-10,"Macau, China",Takanori Gomi,Mac Danzig,win,1.0,0.0,54.0,64.0,1.0,2.0,0.0,1.0,Lightweight,S-DEC,,3.0,5:00,5,2,3,0,91,0,1,10,5,5,0,353,10,3,0.4,0.5
UFC Macao: Franklin vs Le,2012-11-10,"Macau, China",Jon Tuck,Zhang Tiequan,win,0.0,0.0,36.0,40.0,0.0,2.0,2.0,0.0,Lightweight,U-DEC,,3.0,5:00,0,0,0,0,0,0,0,3,1,2,0,12,0,0,0.0,0.3333333333333333
UFC Macao: Franklin vs Le,2012-11-10,"Macau, China",Alex Caceres,Motonobu Tezuka,win,0.0,0.0,64.0,22.0,0.0,2.0,0.0,0.0,Bantamweight,S-DEC,,3.0,5:00,5,2,3,0,181,1,0,0,0,0,0,0,0,0,0.4,0.0
UFC Macao: Franklin vs Le,2012-11-10,"Macau, China",John Lineker,Yasuhiro Urushitani,win,0.0,0.0,77.0,62.0,0.0,0.0,0.0,0.0,Flyweight,U-DEC,,3.0,5:00,1,0,1,0,96,0,0,1,0,1,0,8,0,0,0.0,0.0
UFC Macao: Franklin vs Le,2012-11-10,"Macau, China",Riki Fukuda,Tom DeBlass,win,0.0,0.0,85.0,44.0,3.0,0.0,0.0,0.0,Middleweight,U-DEC,,3.0,5:00,3,1,2,0,196,9,0,1,0,1,0,1,2,0,0.3333333333333333,0.0
UFC Macao: Franklin vs Le,2012-11-10,"Macau, China",Takeya Mizugaki,Jeff Hougland,win,0.0,0.0,63.0,14.0,4.0,1.0,0.0,0.0,Bantamweight,U-DEC,,3.0,5:00,4,2,2,0,155,7,2,2,1,1,0,79,1,0,0.5,0.5
UFC 154: St-Pierre vs Condit,2012-11-17,"Montreal, Quebec, Canada",Georges St-Pierre,Carlos Condit,win,0.0,1.0,71.0,36.0,7.0,0.0,0.0,0.0,Welterweight,U-DEC,,5.0,5:00,18,16,2,0,977,68,8,6,5,1,0,319,4,2,0.8888888888888888,0.8333333333333334
UFC 154: St-Pierre vs Condit,2012-11-17,"Montreal, Quebec, Canada",Rafael Dos Anjos,Mark Bocek,win,0.0,0.0,54.0,19.0,4.0,0.0,0.0,1.0,Lightweight,U-DEC,,3.0,5:00,10,6,4,0,254,20,2,11,7,4,0,258,33,0,0.6,0.6363636363636364
UFC 154: St-Pierre vs Condit,2012-11-17,"Montreal, Quebec, Canada",Johny Hendricks,Martin Kampmann,win,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO,Punch,1.0,0:46,9,8,1,0,279,24,5,15,11,4,0,459,13,5,0.8888888888888888,0.7333333333333333
UFC 154: St-Pierre vs Condit,2012-11-17,"Montreal, Quebec, Canada",Francis Carmont,Tom Lawlor,win,0.0,0.0,34.0,20.0,0.0,2.0,1.0,2.0,Middleweight,S-DEC,,3.0,5:00,3,3,0,0,83,5,1,7,4,3,0,164,13,2,1.0,0.5714285714285714
UFC 154: St-Pierre vs Condit,2012-11-17,"Montreal, Quebec, Canada",Pablo Garza,Mark Hominick,win,0.0,1.0,83.0,39.0,2.0,1.0,1.0,0.0,Featherweight,U-DEC,,3.0,5:00,4,2,2,0,70,0,1,6,3,3,0,255,1,2,0.5,0.5
UFC 154: St-Pierre vs Condit,2012-11-17,"Montreal, Quebec, Canada",Ivan Menjivar,Azamat Gashimov,win,0.0,0.0,6.0,4.0,0.0,1.0,1.0,0.0,Bantamweight,SUB,Armbar,1.0,2:44,5,3,2,0,142,1,1,0,0,0,0,0,0,0,0.6,0.0
UFC 154: St-Pierre vs Condit,2012-11-17,"Montreal, Quebec, Canada",Cyrille Diabate,Chad Griggs,win,1.0,0.0,6.0,2.0,2.0,1.0,1.0,0.0,Light Heavyweight,SUB,Rear Naked Choke,1.0,2:24,5,3,2,0,239,3,2,1,0,1,0,0,0,0,0.6,0.0
UFC 154: St-Pierre vs Condit,2012-11-17,"Montreal, Quebec, Canada",John Makdessi,Sam Stout,win,0.0,0.0,84.0,63.0,0.0,0.0,0.0,0.0,Lightweight,U-DEC,,3.0,5:00,4,2,2,0,163,0,2,13,7,6,0,729,6,3,0.5,0.5384615384615384
UFC 154: St-Pierre vs Condit,2012-11-17,"Montreal, Quebec, Canada",Antonio Carvalho,Rodrigo Damm,win,0.0,0.0,48.0,50.0,0.0,0.0,0.0,0.0,Featherweight,S-DEC,,3.0,5:00,2,1,1,0,47,0,1,1,1,0,0,11,0,0,0.5,1.0
UFC 154: St-Pierre vs Condit,2012-11-17,"Montreal, Quebec, Canada",Matthew Riddle,John Maguire,win,0.0,0.0,45.0,37.0,1.0,0.0,0.0,2.0,Welterweight,U-DEC,,3.0,5:00,9,6,3,0,407,28,0,3,2,1,0,46,10,0,0.6666666666666666,0.6666666666666666
UFC 154: St-Pierre vs Condit,2012-11-17,"Montreal, Quebec, Canada",Darren Elkins,Steven Siler,win,0.0,0.0,44.0,15.0,6.0,0.0,6.0,1.0,Featherweight,U-DEC,,3.0,5:00,5,4,1,0,141,5,0,3,3,0,0,165,2,0,0.8,1.0
UFC 154: St-Pierre vs Condit,2012-11-17,"Montreal, Quebec, Canada",Patrick Cote,Alessio Sakara,win,0.0,1.0,14.0,24.0,0.0,0.0,0.0,0.0,Middleweight,DQ,,1.0,1:26,12,4,8,0,277,4,4,12,6,6,0,209,10,2,0.3333333333333333,0.5
UFC on FOX: Henderson vs Diaz,2012-12-08,"Seattle, Washington, USA",Benson Henderson,Nate Diaz,win,1.0,0.0,124.0,30.0,8.0,0.0,0.0,2.0,Lightweight,U-DEC,,5.0,5:00,5,5,0,0,312,13,1,16,11,5,0,717,14,3,1.0,0.6875
UFC on FOX: Henderson vs Diaz,2012-12-08,"Seattle, Washington, USA",Alexander Gustafsson,Mauricio Rua,win,0.0,0.0,72.0,41.0,6.0,1.0,0.0,1.0,Light Heavyweight,U-DEC,,3.0,5:00,7,6,1,0,161,4,5,9,5,4,0,399,15,6,0.8571428571428571,0.5555555555555556
UFC on FOX: Henderson vs Diaz,2012-12-08,"Seattle, Washington, USA",Rory MacDonald,BJ Penn,win,0.0,0.0,116.0,24.0,1.0,0.0,0.0,0.0,Welterweight,U-DEC,,3.0,5:00,5,4,1,0,150,14,0,21,12,7,2,834,26,6,0.8,0.5714285714285714
UFC on FOX: Henderson vs Diaz,2012-12-08,"Seattle, Washington, USA",Matt Brown,Mike Swick,win,1.0,0.0,25.0,9.0,1.0,0.0,2.0,0.0,Welterweight,KO/TKO,Punches,2.0,2:31,13,8,5,0,401,14,5,13,10,3,0,259,8,4,0.6153846153846154,0.7692307692307693
UFC on FOX: Henderson vs Diaz,2012-12-08,"Seattle, Washington, USA",Yves Edwards,Jeremy Stephens,win,1.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO,Punch,1.0,1:55,15,9,6,0,396,4,7,14,7,7,0,458,18,7,0.6,0.5
UFC on FOX: Henderson vs Diaz,2012-12-08,"Seattle, Washington, USA",Raphael Assuncao,Mike Easton,win,0.0,0.0,57.0,30.0,0.0,0.0,0.0,0.0,Bantamweight,U-DEC,,3.0,5:00,3,2,1,0,101,3,1,3,3,0,0,162,2,1,0.6666666666666666,1.0
UFC on FOX: Henderson vs Diaz,2012-12-08,"Seattle, Washington, USA",Daron Cruickshank,Henry Martinez,win,1.0,0.0,52.0,21.0,0.0,0.0,0.0,0.0,Lightweight,KO/TKO,Kick,2.0,2:57,1,1,0,0,17,4,0,2,1,1,0,85,0,0,1.0,0.5
UFC on FOX: Henderson vs Diaz,2012-12-08,"Seattle, Washington, USA",Abel Trujillo,Marcus LeVesseur,win,1.0,0.0,57.0,9.0,1.0,2.0,2.0,0.0,Lightweight,KO/TKO,Knees,2.0,3:56,0,0,0,0,0,0,0,2,1,1,0,60,5,0,0.0,0.5
UFC on FOX: Henderson vs Diaz,2012-12-08,"Seattle, Washington, USA",Dennis Siver,Nam Phan,win,0.0,0.0,128.0,24.0,2.0,0.0,0.0,0.0,Featherweight,U-DEC,,3.0,5:00,14,9,5,0,471,5,7,5,2,3,0,459,1,0,0.6428571428571429,0.4
UFC on FOX: Henderson vs Diaz,2012-12-08,"Seattle, Washington, USA",Scott Jorgensen,John Albert,win,0.0,0.0,12.0,5.0,0.0,0.0,1.0,1.0,Bantamweight,SUB,Rear Naked Choke,1.0,4:59,4,2,2,0,178,6,0,3,1,2,0,58,0,1,0.5,0.3333333333333333
UFC on FOX: Henderson vs Diaz,2012-12-08,"Seattle, Washington, USA",Ramsey Nijem,Joe Proctor,win,1.0,0.0,49.0,21.0,5.0,0.0,0.0,4.0,Lightweight,U-DEC,,3.0,5:00,3,2,1,0,76,9,0,1,1,0,0,10,0,1,0.6666666666666666,1.0
UFC on FX: Sotiropoulos vs Pearson,2012-12-14,"Gold Coast, Queensland, Australia",Norman Parke,Colin Fletcher,win,0.0,0.0,42.0,56.0,6.0,0.0,0.0,0.0,Lightweight,U-DEC,,3.0,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC on FX: Sotiropoulos vs Pearson,2012-12-14,"Gold Coast, Queensland, Australia",Ross Pearson,George Sotiropoulos,win,2.0,0.0,50.0,34.0,0.0,1.0,0.0,0.0,Lightweight,KO/TKO,Punch,3.0,0:41,8,5,3,0,422,8,0,9,7,2,0,197,15,1,0.625,0.7777777777777778
UFC on FX: Sotiropoulos vs Pearson,2012-12-14,"Gold Coast, Queensland, Australia",Robert Whittaker,Brad Scott,win,1.0,0.0,83.0,55.0,0.0,1.0,0.0,0.0,Welterweight,U-DEC,,3.0,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC on FX: Sotiropoulos vs Pearson,2012-12-14,"Gold Coast, Queensland, Australia",Hector Lombard,Rousimar Palhares,win,2.0,0.0,24.0,6.0,0.0,0.0,0.0,0.0,Middleweight,KO/TKO,Punches,1.0,3:38,1,0,1,0,26,2,0,10,7,3,0,125,14,1,0.0,0.7
UFC on FX: Sotiropoulos vs Pearson,2012-12-14,"Gold Coast, Queensland, Australia",Cody Donovan,Nick Penner,win,1.0,1.0,19.0,7.0,1.0,0.0,0.0,0.0,Light Heavyweight,KO/TKO,Punch,1.0,4:35,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0.0,0.0
UFC on FX: Sotiropoulos vs Pearson,2012-12-14,"Gold Coast, Queensland, Australia",Mike Pierce,Seth Baczynski,win,0.0,0.0,16.0,34.0,6.0,0.0,0.0,0.0,Welterweight,U-DEC,,3.0,5:00,10,7,3,0,365,24,2,5,4,1,0,120,2,2,0.7,0.8
UFC on FX: Sotiropoulos vs Pearson,2012-12-14,"Gold Coast, Queensland, Australia",Ben Alloway,Manuel Rodriguez,win,1.0,0.0,16.0,4.0,0.0,3.0,0.0,0.0,Welterweight,KO/TKO,Kick,1.0,4:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC on FX: Sotiropoulos vs Pearson,2012-12-14,"Gold Coast, Queensland, Australia",Mike Wilkinson,Brendan Loughnane,win,0.0,1.0,54.0,75.0,1.0,0.0,0.0,0.0,Lightweight,U-DEC,,3.0,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
UFC on FX: Sotiropoulos vs Pearson,2012-12-14,"Gold Coast, Queensland, Australia",Chad Mendes,Yaotzin Meza,win,1.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,Featherweight,KO/TKO,Punch,1.0,1:55,4,3,1,0,112,9,1,0,0,0,0,0,0,0,0.75,0.0
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,"Las Vegas, Nevada, USA",Roy Nelson,Matt Mitrione,win,1.0,0.0,23.0,13.0,0.0,0.0,0.0,0.0,Heavyweight,KO/TKO,Punch,1.0,2:58,7,4,3,0,138,3,3,6,5,1,0,208,0,6,0.5714285714285714,0.8333333333333334
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,"Las Vegas, Nevada, USA",Colton Smith,Mike Ricci,win,0.0,0.0,15.0,9.0,7.0,0.0,1.0,0.0,Welterweight,U-DEC,,3.0,5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,"Las Vegas, Nevada, USA",Pat Barry,Shane del Rosario,win,1.0,0.0,11.0,14.0,0.0,1.0,0.0,2.0,Heavyweight,KO/TKO,Punch,2.0,0:26,9,4,5,0,174,0,7,1,0,1,0,32,0,0,0.4444444444444444,0.0
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,"Las Vegas, Nevada, USA",Dustin Poirier,Jonathan Brookins,win,0.0,0.0,35.0,26.0,0.0,0.0,1.0,0.0,Featherweight,SUB,D'Arce Choke,1.0,4:15,5,4,1,0,238,7,0,4,2,2,0,100,6,0,0.8,0.5
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,"Las Vegas, Nevada, USA",Mike Pyle,James Head,win,1.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,Welterweight,KO/TKO,Knee,1.0,1:55,9,6,3,0,181,11,3,3,2,1,0,88,1,1,0.6666666666666666,0.6666666666666666
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,"Las Vegas, Nevada, USA",Rustam Khabilov,Vinc Pichel,win,0.0,0.0,13.0,0.0,5.0,0.0,0.0,0.0,Lightweight,KO/TKO,Slam,1.0,2:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,"Las Vegas, Nevada, USA",TJ Waldburger,Nick Catone,win,1.0,0.0,13.0,10.0,1.0,1.0,4.0,0.0,Welterweight,SUB,Triangle Choke,2.0,1:04,5,3,2,0,65,11,1,6,3,3,0,155,17,0,0.6,0.5
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,"Las Vegas, Nevada, USA",Hugo Viana,Reuben Duran,win,3.0,0.0,22.0,8.0,0.0,0.0,0.0,0.0,Bantamweight,KO/TKO,Punch,1.0,4:05,1,1,0,0,65,0,0,2,1,1,0,109,2,0,1.0,0.5
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,"Las Vegas, Nevada, USA",Mike Rio,John Cofer,win,0.0,0.0,30.0,31.0,4.0,0.0,1.0,0.0,Lightweight,SUB,Armbar,3.0,4:11,0,0,0,0,0,0,0,1,0,1,0,36,2,0,0.0,0.0
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,"Las Vegas, Nevada, USA",Tim Elliott,Jared Papazian,win,1.0,0.0,36.0,36.0,7.0,0.0,4.0,0.0,Flyweight,U-DEC,,3.0,5:00,1,0,1,0,79,0,0,2,0,2,0,75,0,0,0.0,0.0
The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,"Las Vegas, Nevada, USA",Johnny Bedford,Marcos Vinicius,win,2.0,0.0,34.0,4.0,1.0,0.0,0.0,1.0,Bantamweight,KO/TKO,Punch,2.0,1:00,1,1,0,0,82,4,1,1,1,0,0,28,0,0,1.0,1.0
UFC 155: Dos Santos vs Velasquez II,2012-12-29,"Las Vegas, Nevada, USA",Derek Brunson,Chris Leben,win,0.0,0.0,41.0,40.0,4.0,0.0,1.0,0.0,Middleweight,U-DEC,,3.0,5:00,0,0,0,0,0,0,0,19,12,7,0,491,17,5,0.0,0.631578947368421
UFC 155: Dos Santos vs Velasquez II,2012-12-29,"Las Vegas, Nevada, USA",Jim Miller,Joe Lauzon,win,0.0,0.0,91.0,35.0,1.0,0.0,2.0,3.0,Lightweight,U-DEC,,3.0,5:00,13,10,3,0,313,20,3,13,9,4,0,176,18,2,0.7692307692307693,0.6923076923076923
UFC 155: Dos Santos vs Velasquez II,2012-12-29,"Las Vegas, Nevada, USA",Constantinos Philippou,Tim Boetsch,win,0.0,1.0,28.0,25.0,0.0,2.0,0.0,0.0,Middleweight,KO/TKO,Punches,3.0,2:11,5,4,1,0,181,3,4,10,7,3,0,328,15,2,0.8,0.7
UFC 155: Dos Santos vs Velasquez II,2012-12-29,"Las Vegas, Nevada, USA",Yushin Okami,Alan Belcher,win,0.0,0.0,20.0,6.0,1.0,0.0,0.0,2.0,Middleweight,U-DEC,,3.0,5:00,15,11,4,0,430,23,4,13,9,4,0,337,4,3,0.7333333333333333,0.6923076923076923
UFC 155: Dos Santos vs Velasquez II,2012-12-29,"Las Vegas, Nevada, USA",Eddie Wineland,Brad Pickett,win,1.0,0.0,90.0,67.0,0.0,0.0,0.0,0.0,Bantamweight,S-DEC,,3.0,5:00,3,1,2,0,96,2,1,3,2,1,0,60,4,2,0.3333333333333333,0.6666666666666666
UFC 155: Dos Santos vs Velasquez II,2012-12-29,"Las Vegas, Nevada, USA",Cain Velasquez,Junior Dos Santos,win,1.0,0.0,111.0,57.0,11.0,0.0,0.0,0.0,Heavyweight,U-DEC,,5.0,5:00,9,8,1,0,328,16,6,9,9,0,0,408,3,9,0.8888888888888888,1.0
UFC 155: Dos Santos vs Velasquez II,2012-12-29,"Las Vegas, Nevada, USA",Jamie Varner,Melvin Guillard,win,0.0,0.0,32.0,57.0,7.0,0.0,1.0,1.0,Lightweight,S-DEC,,3.0,5:00,4,2,2,0,127,14,2,18,11,7,0,321,14,12,0.5,0.6111111111111112
UFC 155: Dos Santos vs Velasquez II,2012-12-29,"Las Vegas, Nevada, USA",Myles Jury,Michael Johnson,win,0.0,0.0,56.0,6.0,3.0,0.0,1.0,0.0,Lightweight,U-DEC,,3.0,5:00,1,1,0,0,12,0,0,6,4,2,0,213,2,4,1.0,0.6666666666666666
UFC 155: Dos Santos vs Velasquez II,2012-12-29,"Las Vegas, Nevada, USA",Todd Duffee,Philip De Fries,win,1.0,0.0,20.0,7.0,0.0,1.0,0.0,0.0,Heavyweight,KO/TKO,Punches,1.0,2:04,2,1,1,0,55,0,1,3,2,1,0,56,5,1,0.5,0.6666666666666666
